Ci ACF,Ti ACF,Tci ACF,C ACF,T ACF,Tc ACF,Qc ACF,Class,Domain,Parameter Noise,Reaction Order
1.1936344042089433,1.151170269675257,9.299569502782493,2.7448239012014053,7.864109899543556,1.1482605144533002,2.6177347583590693,0.0,0.0,0.0,1.0
1.2511969512625811,1.1862381480433146,13.523025582279473,4.980555189680774,8.739961848318908,1.2659319067624593,4.1119978153106205,0.0,0.0,0.0,1.0
1.1745905086546746,1.324442304699932,11.079712056353545,3.2513771381732,8.473851374609474,1.1254147300728434,2.6783872441628374,0.0,0.0,0.0,1.0
1.1637687097091463,1.1908788360704199,15.185249681406544,6.390987370841424,9.116548762777748,1.190354401664596,5.720141984235247,0.0,0.0,0.0,1.0
1.2922866311817989,1.1552457923379702,11.558127355665619,3.5664026663184063,8.229390577979228,1.2381511455273395,3.0018333381427826,0.0,0.0,0.0,1.0
1.1558134381007903,1.266002350624967,15.21424938418704,6.9973260079834985,8.427858610065336,1.2480415531119236,6.069359392444181,0.0,0.0,0.0,1.0
1.1918527647440085,1.1809912077130262,15.022343420544537,6.3131970580533086,8.798501416872602,1.155892037367945,5.336673998793968,0.0,0.0,0.0,1.0
1.2664569651279665,1.2853480280122822,10.405742427225325,3.0597345012072106,7.338197004677158,1.2583884230972489,2.56328337814327,0.0,0.0,0.0,1.0
1.1495323668183695,1.1799047395833882,10.309882086340407,3.026260483958992,7.811473587740977,1.14706661499342,2.588295375788451,0.0,0.0,0.0,1.0
1.228821155595457,1.2165750783016287,14.11566007257805,5.341554238982812,9.267867791621603,1.181062802213882,4.422292862193698,0.0,0.0,0.0,1.0
1.2618559567353693,1.093169291811834,12.595653990263239,4.0433297347762585,9.479673003226763,1.1190007797913188,3.3446949965455737,0.0,0.0,0.0,1.0
1.2469757085309754,1.1939280875776792,9.390713974966522,2.5834217863387856,7.702569305918235,1.2802756571849918,2.2626145077141198,0.0,0.0,0.0,1.0
1.1355291781957166,1.1577694481897902,13.659008271412954,5.398321201452442,8.184924476492599,1.1505132872276782,4.710774811309721,0.0,0.0,0.0,1.0
1.1853297418108106,1.2729451393692428,14.862873873469677,5.783490133605326,9.530366447968484,1.3050800834121796,4.897792916202931,0.0,0.0,0.0,1.0
1.1437682856962967,1.2036070658755684,13.159266046043971,4.677876313527723,8.410795806699864,1.2169067848032793,4.111572265295688,0.0,0.0,0.0,1.0
1.1540472589097712,1.2001525377399795,10.748931226669221,3.216748473781874,7.939746349886058,1.1279626395016331,2.7415200441302803,0.0,0.0,0.0,1.0
1.0991634376569352,1.1755757052939944,16.380089828798347,7.649178729246738,9.964868302974102,1.139800475700801,6.618346885126636,0.0,0.0,0.0,1.0
1.228945518720036,1.127117084919406,13.010365822793664,4.768678161513144,7.6323020891274505,1.1564864434317599,4.112387425421593,0.0,0.0,0.0,1.0
1.169021946456975,1.1779821863347946,14.533256202767037,6.506503109159032,7.772295252147849,1.1686833463828323,5.785304457062791,0.0,0.0,0.0,1.0
1.1610171652706431,1.1669670928575315,12.907837556833499,4.6170970721211875,8.608792506334641,1.1701009851816784,3.836543180053665,0.0,0.0,0.0,1.0
1.127665223019468,1.156667896187915,15.775850597147224,7.072123934358603,9.06198214106264,1.1955208840061327,6.508041560818382,0.0,0.0,0.0,1.0
1.1589117806952072,1.1133266544821168,14.788797328486602,6.558839612709975,7.946666504112214,1.1377318529214713,5.904130052216426,0.0,0.0,0.0,1.0
1.1577497191307287,1.1869806746218428,14.905170432562663,6.470851278736736,8.342886235764736,1.1963582684513794,5.469252607293692,0.0,0.0,0.0,1.0
1.1671638719428519,1.127398526346305,8.831671920870964,2.4173935534011477,7.668817193793177,1.1878356925470481,2.2055424777769708,0.0,0.0,0.0,1.0
1.1100385608682206,1.1723343490813725,15.549416783047937,6.926578872927262,8.400765233821197,1.1347094933123405,5.960323618426442,0.0,0.0,0.0,1.0
1.3573524141030233,1.149651361210558,15.881981286802885,7.12245795157732,9.701721782106477,1.130588361213978,6.1404771565034775,0.0,0.0,0.0,1.0
1.2205718433055799,1.153257416028409,15.694871558516725,7.354438672808652,8.798146194673834,1.1613015396867434,6.3464335084899375,0.0,0.0,0.0,1.0
1.2143318981864524,1.2336971514860455,11.832215196938776,3.8753114182513064,7.8215929186583555,1.1946831718683089,3.179170621470681,0.0,0.0,0.0,1.0
1.1074980894693058,1.2156162866944473,15.587450249912344,7.7327419575858976,8.707236655215775,1.1885967024945319,6.984833284699562,0.0,0.0,0.0,1.0
1.1429646688346426,1.1387988322147247,13.355122205496153,5.148381025216329,7.661001157231917,1.1652305636381892,4.56623384371694,0.0,0.0,0.0,1.0
1.1422754371299806,1.1637815608297437,13.762552849726026,5.761337189012224,7.59961252732293,1.1921771400867704,4.96823565417769,0.0,0.0,0.0,1.0
1.256015958951646,1.1695176041914987,10.56822295914413,3.1614430178771125,7.812809060013266,1.1712842625397513,2.742803977271239,0.0,0.0,0.0,1.0
1.1780646165376003,1.1998980189700985,8.990580197079662,2.4691738951146363,7.81685754786376,1.2304877145814044,2.2291489964834597,0.0,0.0,0.0,1.0
1.1882942352586494,1.150214761521222,16.079715312686446,7.424897236988597,9.285891235844876,1.1682289821655774,6.57077796717575,0.0,0.0,0.0,1.0
1.1373543232943544,1.2078916394121681,12.861033187689323,4.848772640242616,7.6762255511657616,1.186784111522996,4.218594352926494,0.0,0.0,0.0,1.0
1.0930873424187353,1.2482567024925362,12.962705606781762,4.664880976146223,8.616510449270473,1.2365609920383813,3.9849497591969287,0.0,0.0,0.0,1.0
1.215538720761187,1.167177690910772,14.583282667163981,6.027997071419242,8.798311325332769,1.173215288236015,5.223318380955611,0.0,0.0,0.0,1.0
1.214852922954029,1.1328670207496838,14.29781385980775,5.693586463400288,8.454379062207853,1.2058334882886697,4.803153595726397,0.0,0.0,0.0,1.0
1.210180382958614,1.1528019741095201,16.63867310193047,8.277063741485536,9.460775643185448,1.1982589392107277,7.3170824469662215,0.0,0.0,0.0,1.0
1.1141511070635837,1.1624862920398273,11.282737868240284,3.4386769736751757,8.193694989450908,1.1385814870409685,2.912820992004842,0.0,0.0,0.0,1.0
1.1658061561429953,1.1823123482482916,11.668620539467476,3.6404711169720327,7.909851627024983,1.1217177273294918,3.0648998775950833,0.0,0.0,0.0,1.0
1.122065451087596,1.212923637992834,15.255991264150918,6.860042266935412,8.90222856468415,1.152909326081575,6.124998950198868,0.0,0.0,0.0,1.0
1.1806725642500928,1.2085915837444288,12.961350411499621,4.603280303421172,7.918103949918076,1.200793777365584,3.8985703140485173,0.0,0.0,0.0,1.0
1.1467264660141776,1.173685881285018,8.247803056086077,2.338637692454426,7.406984169444804,1.1278219919246397,2.280667882068254,0.0,0.0,0.0,1.0
1.1504407128586345,1.1246127389119838,14.978083154921082,6.353677458435737,9.246306647661882,1.3627670693602032,5.354647315453152,0.0,0.0,0.0,1.0
1.089914545736259,1.1505166973145915,13.02838041978735,4.579598564355677,8.15557781119154,1.201910047137311,3.8601192118550927,0.0,0.0,0.0,1.0
1.097393405171859,1.111746338626979,16.142099214409463,8.079326030410451,8.939991747806237,1.1512719399746012,7.411435861124752,0.0,0.0,0.0,1.0
1.214630463531679,1.1355544130123214,13.575189088164539,5.332121826143196,7.868861085697213,1.1563932123045375,4.623248933791354,0.0,0.0,0.0,1.0
1.192037382089782,1.1898602634910243,12.290849369741432,4.3653094529753105,7.1950241760697295,1.195028118357349,3.797147922613127,0.0,0.0,0.0,1.0
1.1334766962262224,1.1526085706871259,10.949493576448887,3.417833850929393,7.217982517802197,1.126385708366732,2.842367472358828,0.0,0.0,0.0,1.0
1.2529176937473623,1.1796502185593183,15.528695791622143,7.724758122162523,7.889228228824659,1.1475913376485953,7.103809096122907,0.0,0.0,0.0,1.0
1.1062077625901705,1.1995811294357694,16.161573034427654,8.51796557364208,8.35214508449988,1.1548271083639678,8.23008880208798,0.0,0.0,0.0,1.0
1.2390075856223453,1.1310994017784943,15.78243316692944,7.132817434056198,9.184333119396317,1.1750811663783034,5.942859633928729,0.0,0.0,0.0,1.0
1.2449320405204858,1.2247418854553074,15.236619668246242,7.073481247652022,8.506607738317715,1.137269727241005,6.49318646056805,0.0,0.0,0.0,1.0
1.1783198657076974,1.08199681771865,16.345190039194005,7.972956447095853,8.931285242612967,1.1717766722812653,7.374948879271429,0.0,0.0,0.0,1.0
1.1448183864695507,1.1710918465857805,14.375823156619324,5.651910557392838,8.790650116330749,1.1907615609188011,4.701989665264007,0.0,0.0,0.0,1.0
1.1609781789121294,1.1580231096682316,15.39281090799548,6.875535423149695,9.453880431947534,1.137020932479786,5.929604351688989,0.0,0.0,0.0,1.0
1.1390688575306023,1.1267217403826566,13.808433313066553,5.655780788469397,8.15554134957235,1.1237902264899393,4.830443619224697,0.0,0.0,0.0,1.0
1.141685021439794,1.1956149910854996,15.817501655409796,7.268924318872107,8.756192940459991,1.2626422309281782,6.412652993536958,0.0,0.0,0.0,1.0
1.1976843606329795,1.196972266470485,12.690222168996074,4.630767150629553,7.417187152309565,1.1093546172011037,3.9672879062906623,0.0,0.0,0.0,1.0
1.1351752378200826,1.1517638720439387,16.487061381966715,7.943530548323437,9.377483175354747,1.1017221976947356,7.129314479747359,0.0,0.0,0.0,1.0
1.1399097108354599,1.1777632081362615,13.05081715598647,4.689416361249749,8.431284483918928,1.1380806006814363,3.900335525485283,0.0,0.0,0.0,1.0
1.1603340330613874,1.1359248705753011,15.830845215101487,7.152400375512787,9.304455563294693,1.085130981407831,6.219532077675953,0.0,0.0,0.0,1.0
1.138695757229654,1.1582335096817449,12.83998122358738,4.40625602740709,8.188530000448173,1.1430225510790326,3.6307482627350254,0.0,0.0,0.0,1.0
1.186492973601685,1.1838201083992714,13.972598400150543,5.408320416966111,9.032389209330702,1.1768064837711207,4.602407456695136,0.0,0.0,0.0,1.0
1.1418482894517092,1.196954525701073,11.907198472073407,4.3790942792270915,6.397294663727309,1.1781072479838788,3.837313299576186,0.0,0.0,0.0,1.0
1.1848527620637812,1.226937897264588,14.483548708822136,5.7122482568228685,8.598567347091564,1.1394872516050976,4.732898319332032,0.0,0.0,0.0,1.0
1.1269504184692443,1.1299555762918319,14.695860423007211,6.48191891004563,8.20324892512416,1.2397751917436162,5.715250490388747,0.0,0.0,0.0,1.0
1.1432266085091796,1.1836360680230165,15.71525177168637,7.11628919172974,8.994686175083475,1.2041882261761152,6.14910131515675,0.0,0.0,0.0,1.0
1.2346707383827795,1.1430669500034136,10.61981355618251,3.1027449237967075,7.566556384078959,1.2424655849499529,2.6060680837525467,0.0,0.0,0.0,1.0
1.2685099404082705,1.108871557434971,13.488785444760751,4.840481700329314,8.56198504501491,1.1214250699214163,3.9595379798119996,0.0,0.0,0.0,1.0
1.1657970092418848,1.1617462193810175,15.44301070514247,6.825446089552889,9.333453582151371,1.1839957092256042,5.976956464476394,0.0,0.0,0.0,1.0
1.2541705416392508,1.1911965334881907,15.569166203300705,7.253858570762674,8.957684483611194,1.211395090310011,6.322077780100777,0.0,0.0,0.0,1.0
1.1900367111838142,1.1639133493813014,14.568710033078869,6.333123172294872,8.195814082252285,1.1354592864708657,5.570307266597246,0.0,0.0,0.0,1.0
1.1606390116990388,1.2102342223755462,16.201060282900677,7.720132017419255,9.26742219395963,1.2312327665759324,6.984203730892028,0.0,0.0,0.0,1.0
1.169372483765896,1.1122697618405313,12.999819840362866,5.025531146509736,7.244520871598236,1.2103820977959323,4.279650963667633,0.0,0.0,0.0,1.0
1.24744215356139,1.1325980037951022,14.811246780910878,6.910988672378448,7.983987965447685,1.1396704813225027,6.353970000085928,0.0,0.0,0.0,1.0
1.1109312481648403,1.229735919528058,14.825708455628252,6.221350265856329,8.966981021799592,1.2067414293847654,5.309926165973205,0.0,0.0,0.0,1.0
1.1377863536002655,1.16008257945013,13.501060048468897,4.941319717260988,8.75330595244028,1.1663884374529312,4.116463108986706,0.0,0.0,0.0,1.0
1.1514377176225292,1.209272734048743,14.6340907882492,6.34260654679625,8.372691446763756,1.1261672121668602,5.509306598300613,0.0,0.0,0.0,1.0
1.21579428782529,1.1776587212270424,13.599119895720609,5.048658076039158,8.574198832659725,1.1909318209128057,4.240463895612577,0.0,0.0,0.0,1.0
1.1290134474852933,1.1322362092835099,15.749402686325764,6.752847706052564,9.699405115355543,1.1708532326396812,6.067713882260372,0.0,0.0,0.0,1.0
1.1872101942502797,1.1125424914613526,2.2453587193942575,1.9770277555789955,20.834373189379082,1.1616509859621995,21.0300495161378,1.0,0.0,0.0,1.0
1.1301594961680073,1.1945191775984376,2.2662147560517942,1.984321534860915,21.0515776924049,1.1380547053725005,20.5253708278381,1.0,0.0,0.0,1.0
1.0990173724879717,1.2645119278822172,2.155287099255369,1.7911798106682648,21.077118450496094,1.2209140126907365,20.433732836199717,1.0,0.0,0.0,1.0
1.2114171816782429,1.2771562387615298,2.0385301490345227,1.7905564655989026,19.864251744338954,1.139591484715227,20.367852323751418,1.0,0.0,0.0,1.0
1.1708718141054457,1.2256573295909268,2.5517322918153953,2.1831288043965866,21.0623646604477,1.1176341749541157,20.930550764306624,1.0,0.0,0.0,1.0
1.1358189239072478,1.1523131444133232,2.250287034721414,2.030548171880857,18.83674547497384,1.2529063046617206,20.43258632850072,1.0,0.0,0.0,1.0
1.1911873414765757,1.2059852371632362,1.8670025035285642,1.8552469021038633,21.00517833106056,1.2035702089430513,20.78374035983547,1.0,0.0,0.0,1.0
1.1600212288828813,1.3151003170904418,1.8689440275609868,1.6992056547524632,20.307832231067323,1.2582775229775363,20.19498709640442,1.0,0.0,0.0,1.0
1.1163793058410882,1.1600486212186571,2.1479461639087125,1.9067285570631733,20.761150473719162,1.1789807397605792,20.54107352612153,1.0,0.0,0.0,1.0
1.1932764054177292,1.2370044973071512,1.7816177517429312,1.7828610582762012,21.1647276177013,1.1940330421488077,20.209637715583508,1.0,0.0,0.0,1.0
1.1421474912833687,1.129707756374233,1.888266172321958,1.6139975627715175,20.881884829103136,1.1070326113635962,20.711005998928187,1.0,0.0,0.0,1.0
1.1659091324586874,1.1284061798971246,1.9204700733915911,1.7614922332221714,20.457828437474255,1.1589065422123324,20.51441949899072,1.0,0.0,0.0,1.0
1.2399928740293495,1.1786475922473183,2.3448448852673582,2.004619642781792,20.890422083126726,1.1432696207950561,21.00682887319891,1.0,0.0,0.0,1.0
1.175063080585626,1.1888027722707126,2.053474327294778,1.9254085042504498,20.807049307844487,1.1665198988465897,20.323256895691696,1.0,0.0,0.0,1.0
1.1537553974191992,1.1713465398089287,1.8684686434078503,1.6790270770621571,19.640825579960705,1.1325286664637226,20.55925331488734,1.0,0.0,0.0,1.0
1.150009376023599,1.1796360165642328,2.181937873817322,1.8902313195819969,19.87123531408779,1.148711650261181,20.561614250125736,1.0,0.0,0.0,1.0
1.1741592295398666,1.2011424659478926,1.9776306812869389,1.8248610995335124,20.687015067816763,1.2380309134109784,20.48185282327357,1.0,0.0,0.0,1.0
1.1582287347931512,1.3258171415881836,2.1913869429896153,1.9293866137831825,19.988245600218974,1.127294460518888,20.372290860254406,1.0,0.0,0.0,1.0
1.2075949858919528,1.2081578248013383,2.006018019013625,1.7614858435285874,20.432185106518315,1.2309024074075174,20.181487456759353,1.0,0.0,0.0,1.0
1.2397829767862345,1.1616822620447427,2.4712497174115,2.1389153803001015,21.578142497972994,1.1747114992254097,21.327333717777293,1.0,0.0,0.0,1.0
1.1601606757831768,1.1477194504817247,1.6525216181134013,1.5094513236713176,20.414046126471902,1.1875917993225673,20.469304396928155,1.0,0.0,0.0,1.0
1.189357768039536,1.2089103883662617,2.1545192915373397,1.8821653880056006,21.508568616215996,1.1500853277382463,21.087670487761248,1.0,0.0,0.0,1.0
1.0956883175977958,1.2770790012532032,1.9430359277352298,1.7256390167701459,19.828516554165947,1.2571521806105825,20.040129940326533,1.0,0.0,0.0,1.0
1.1603048941103238,1.3223399221542473,2.033574760970884,1.7286746824401515,20.629927036806038,1.2029318635671316,20.71466772377671,1.0,0.0,0.0,1.0
1.115773003208082,1.1657024483275862,1.9770042320194285,1.730864743662724,19.96336489565561,1.1256553437306602,19.88255394641717,1.0,0.0,0.0,1.0
1.1995430112604641,1.1385739720384025,2.1651688105676183,2.0193685766663605,21.011171755538086,1.2319878717678463,20.96106025468777,1.0,0.0,0.0,1.0
1.1353054272827858,1.1644037359479784,1.9273620606812352,1.7869181047535296,21.172650594816346,1.1372346275047989,20.577108432105998,1.0,0.0,0.0,1.0
1.1657671175901883,1.2010681660197757,1.9864869559345866,1.793910396251511,20.655470806078085,1.1601332387767256,20.727625133802018,1.0,0.0,0.0,1.0
1.0998894785908482,1.1631531605494891,2.3521238500349497,1.925787937655954,22.627405183366808,1.1485612526072964,21.100968114666085,1.0,0.0,0.0,1.0
1.238515402396993,1.1915403139526513,2.2377402882118584,2.0122261516509394,20.618838172501448,1.1263881836369865,20.688929535067906,1.0,0.0,0.0,1.0
1.194519177598422,1.195155524622712,2.205008587889727,1.9580564654377677,20.398020574865452,1.235162433481673,20.480483579454123,1.0,0.0,0.0,1.0
1.2043474314180282,1.1641512369719267,2.2771074036407386,2.0008219573630575,20.20381068437342,1.2015834215876158,20.332570216532545,1.0,0.0,0.0,1.0
1.1522209709103228,1.1464977517503925,1.4722070160731977,1.4945341502079479,22.051151262785048,1.1710948596038797,20.129118940932816,1.0,0.0,0.0,1.0
1.203565720895147,1.1531928166183882,1.630760466903461,1.4947440885450225,20.754430158003775,1.156708788049962,20.730354053030695,1.0,0.0,0.0,1.0
1.166290555889392,1.1354601964589115,2.339645399696932,2.016437689261758,21.200642350442646,1.2923084772435955,20.605443178783187,1.0,0.0,0.0,1.0
1.2387965219796908,1.1699627908801018,1.887638170313354,1.695412222498608,20.67375846338102,1.2195266547969001,20.10613935228746,1.0,0.0,0.0,1.0
1.153075635555928,1.2102106436642535,2.0310637715749182,1.8854262662483456,20.73483858739983,1.1273092002697904,20.713529533701344,1.0,0.0,0.0,1.0
1.1419564558082111,1.2051862346768956,1.9081994049038555,1.696122649377445,20.73102078150957,1.1917857693176381,20.812507193780842,1.0,0.0,0.0,1.0
1.1077926284308535,1.16059212973716,2.3219293764929287,2.0114712982966756,21.03471030376194,1.1391770515658581,20.999700236450856,1.0,0.0,0.0,1.0
1.1733874204217818,1.1774566705545555,2.0754269454324747,1.7895235241256904,19.878426476686297,1.2299886649704974,20.469035249923927,1.0,0.0,0.0,1.0
1.1711574257516408,1.1711051132258326,2.380897961057832,2.0727182879474437,21.090182241257065,1.1941011294688695,20.760586905066933,1.0,0.0,0.0,1.0
1.1273972649107606,1.1936344042089537,1.9536390439313822,1.731118436403705,20.38889456730802,1.198201339398803,20.681505366380804,1.0,0.0,0.0,1.0
1.2886096591538532,1.2234314218177906,2.41875159652929,2.102168024911047,20.185225880853153,1.264282746559972,20.883023136119764,1.0,0.0,0.0,1.0
1.1139221731327733,1.1787733980873019,2.396501260085934,2.099944533318117,19.3741250684934,1.1496339485750906,20.249007170698953,1.0,0.0,0.0,1.0
1.2084763029270267,1.2121108073893467,1.9874180221165945,1.7428296944319988,20.31162132487195,1.153166738636914,20.465097837723643,1.0,0.0,0.0,1.0
1.1967942120146278,1.2616431800444323,2.2281096520400157,1.940684470031178,20.50981515846888,1.1618878262284917,20.505338621945295,1.0,0.0,0.0,1.0
1.1592083579709769,1.1296042828671697,2.552406651382721,2.1344442187425794,20.688257755103955,1.1648597823792257,20.717407830705092,1.0,0.0,0.0,1.0
1.1652605145935713,1.2065193888678925,1.8390849948870154,1.6322169368046313,19.536800991098605,1.1656813402321653,20.0801390366604,1.0,0.0,0.0,1.0
1.131038590456627,1.3075773898179883,2.0993695622085897,1.9984266896705272,20.630202050520346,1.160207378209677,20.305764464127307,1.0,0.0,0.0,1.0
1.132971173867128,1.1366196863800404,2.0267638457406347,1.860731549095793,19.489674516160846,1.1280242535586418,19.741112867238805,1.0,0.0,0.0,1.0
1.2009700304454853,1.218265413600227,2.242500187415897,2.1005544473616173,20.707263552685856,1.2447678182536626,20.59159637680315,1.0,0.0,0.0,1.0
1.1212925032413203,1.157716416249406,2.552405425286423,2.27051859332732,21.55117418298491,1.1638905942698747,21.077256752599105,1.0,0.0,0.0,1.0
1.221987579658916,1.1342463768039985,2.245811898544153,1.8923049236598726,20.120801369984118,1.149692049866199,20.746340132764207,1.0,0.0,0.0,1.0
1.1828511449440986,1.1953552271604593,2.4205334108029204,2.1084717735480702,20.400920835839973,1.3389158904677034,20.764949822129907,1.0,0.0,0.0,1.0
1.1309206205672806,1.1740055158091074,2.0285892126371583,1.8408281081224687,21.269956094031492,1.134075334941347,20.785805155063255,1.0,0.0,0.0,1.0
1.2973090822670785,1.1981408733456633,2.289542102341771,2.046936703546038,19.627483244171266,1.1425248753906827,20.563255702160664,1.0,0.0,0.0,1.0
1.095159047580368,1.2299934913307276,2.464012085952125,2.050008082241266,20.60730058773566,1.131184034400571,20.930425506084188,1.0,0.0,0.0,1.0
1.2855541323496167,1.1185203227456266,2.322447469085204,1.9156198287947,21.122080735054226,1.1763147709980133,20.81876718881936,1.0,0.0,0.0,1.0
1.2409435314035324,1.280669568488985,2.1639991183986944,1.910437777781895,20.316073298819248,1.1664872235687689,20.887524159201853,1.0,0.0,0.0,1.0
1.173314995937831,1.1537765664393702,1.8780379806613858,1.7488186442752578,20.97187673786026,1.1759755157201723,20.482608431086835,1.0,0.0,0.0,1.0
1.1845622010505374,1.232486933225903,2.5396745078897993,2.271188242206744,21.27760817857956,1.1273608284028451,20.95977839245688,1.0,0.0,0.0,1.0
1.207065369519431,1.1441257330785812,2.248111628035393,1.9728830653947094,20.516064265268053,1.1499312695378223,20.88069593729478,1.0,0.0,0.0,1.0
1.198137371256886,1.1411370741945912,2.344581586586416,1.9688832787068609,20.045775118162418,1.1429181973301006,20.082636615270815,1.0,0.0,0.0,1.0
1.2402783916154332,1.1830138420791474,2.4836433655162904,2.1702325855732516,21.286971433177005,1.2153339654967696,21.129399551797338,1.0,0.0,0.0,1.0
1.1805260134617321,1.2715703618026892,1.9368454869677243,1.7155594651758204,20.77936885809622,1.116065559907235,20.708927021641053,1.0,0.0,0.0,1.0
1.1582381040275351,1.1732180115085191,1.8705627780483731,1.6013507410281844,21.253783788075253,1.1923356514092247,21.538945538803212,1.0,0.0,0.0,1.0
1.2532832286614692,1.1406212215590021,2.522859599985772,2.4996400095036853,20.55459815294529,1.2535705567903221,20.229614695410852,1.0,0.0,0.0,1.0
1.1836479875853778,1.1411935141395855,2.111298278650227,1.7982901581971134,20.82111165557614,1.2404710002930548,20.86460283595702,1.0,0.0,0.0,1.0
1.190124993088966,1.186124654446923,2.168812654029674,1.9079654675151252,19.948928016930306,1.1505593306879394,20.197366836716867,1.0,0.0,0.0,1.0
1.2054075823742971,1.0977580774755142,1.9633130273939352,1.7530762955921444,20.196243866528583,1.1794761657069546,20.381990804596107,1.0,0.0,0.0,1.0
1.1711282439010595,1.221059828867129,2.0694197938022447,1.8272227159678593,19.893482548188757,1.1356362925778618,20.271761090264203,1.0,0.0,0.0,1.0
1.1135451321265275,1.1276687911886594,1.9338463845919525,1.7277303110262476,21.689694204891428,1.1222450425271873,21.056764538112112,1.0,0.0,0.0,1.0
1.1807269352826946,1.2093467246262768,2.810873234940003,2.2844782394585645,21.306076167723713,1.1748417253840318,20.8682553295906,1.0,0.0,0.0,1.0
1.179457700723698,1.1850704254447766,2.4358114427771693,2.109525363407038,20.02447059531949,1.181031157996271,20.688818562749507,1.0,0.0,0.0,1.0
1.2525983181775033,1.2497110993586775,2.1194805028093713,1.9730828242671499,21.158478988903163,1.2076012655326438,21.03250012160148,1.0,0.0,0.0,1.0
1.167644330350976,1.1678064544522608,2.247665583687546,2.001843408793317,20.409758348406765,1.2910800408048606,20.61473938084257,1.0,0.0,0.0,1.0
1.1684178810019565,1.171375704892119,2.1449087048059963,1.960601852795668,20.690782456049746,1.145922248029316,20.806255410287175,1.0,0.0,0.0,1.0
1.2470664934035909,1.129043967489952,2.116691228976394,1.9085213643393617,20.49863433381221,1.1854249473348109,20.55969721476065,1.0,0.0,0.0,1.0
1.1401306261859623,1.118830798363881,2.0132407905563356,1.767304357666418,21.530746167147242,1.174150183038571,21.06493475623905,1.0,0.0,0.0,1.0
1.1203717756742289,1.189593434717358,1.911612127375215,1.6587557004063656,19.96939404996012,1.1916452316495012,20.70652893760584,1.0,0.0,0.0,1.0
1.1715643982321657,1.1842247114146647,2.2604095919632954,1.9225543664206008,20.633899452781883,1.1299838368304924,20.438301996950873,1.0,0.0,0.0,1.0
1.141217789472307,1.1687746488484432,2.3956781159657714,2.0252736387939034,21.4011912536801,1.1548740921420728,21.231511617866882,1.0,0.0,0.0,1.0
1.1460801132103398,1.2053299493002534,2.6518375611118867,2.242971617446064,21.053431525396448,1.1455061757124294,20.74197289688813,1.0,0.0,0.0,1.0
1.1472221415592947,1.1917827573114652,2.3647806027536302,2.0244056567396393,21.383635832120095,1.1638133244441637,20.963756707199313,1.0,0.0,0.0,1.0
